Target,Average Shift,SD,SE,CV,run
p-p70S6K_ch2,269.834895,31.274654207786607,15.637327103893304,11.590292726145226,XPP-002b
p-S6_235_ch1,595.5784,60.5904157819535,30.29520789097675,10.173373611593957,XPP-002b
p-S6_235_ch2,164.6997725,23.908257007841968,11.954128503920984,14.516265957709182,XPP-002b
p-Rb_780_ch1,585.5618499999999,42.203908221000866,21.101954110500433,7.207421081308639,XPP-002b
p-Rb_780_ch2,225.8598675,29.330735370636237,14.665367685318119,12.986253686984137,XPP-002b
p-Akt_308_ch1,251.99123625,47.70081532677166,23.85040766338583,18.929553279959222,XPP-002b
p-Akt_308_ch2,147.46989000000002,18.017075372546834,9.008537686273417,12.217460372789885,XPP-002b
p-S6_240_ch1,1288.1998,53.496667809959604,26.748333904979802,4.152823794100853,XPP-002b
p-S6_240_ch2,408.62740833333334,38.577727475003385,22.272861342417226,9.440807613064962,XPP-002b
p-Rb_807_ch1,376.05514,71.71037557335315,35.855187786676574,19.069111932189823,XPP-002b
p-Rb_807_ch2,153.604335,31.430930198425564,18.14665601094134,20.462267681719766,XPP-002b
p-mTOR_ch1,264.7963125,45.85666500347678,22.92833250173839,17.31771283766528,XPP-002b
p-mTOR_ch2,115.12524,6.53476263376363,3.267381316881815,5.676220639160995,XPP-002b
p-MAPK_ch1,478.979225025,28.040233195916468,14.020116597958234,5.854164801083581,XPP-002b
p-MAPK_ch2,128.66551483333333,28.601288019152154,16.512961337027516,22.2291793229917,XPP-002b
p-Akt_473_ch1,185.75107500000001,31.530417187353528,15.765208593676764,16.974554353105912,XPP-002b
p-Akt_473_ch2,139.30434,27.501800588365565,13.750900294182783,19.74224248028853,XPP-002b
p-p53_ch1,290.0448425,9.657356061528091,4.828678030764046,3.3296079248601327,XPP-002b
p-p53_ch2,171.90127999999999,28.113541482266008,14.056770741133004,16.35446896164241,XPP-002b
p-Src_ch1,865.4305675,62.33573359571402,31.16786679785701,7.202857853263198,XPP-002b
p-Src_ch2,231.27111249999996,33.593407239323994,16.796703619661997,14.525552662494325,XPP-002b
hydroxy-HIF_ch1,544.6940475000001,52.42098571333213,26.210492856666065,9.62393217879476,XPP-002b
thermal,-0.15697625000000137,0.9366014305733695,0.46830071528668477,-596.6516785649812,XPP-002c
p-c-Abl_ch1,462.93840249999994,30.851087693561713,15.425543846780856,6.664188481006761,XPP-002c
p-c-Abl_ch2,255.21049,11.612448769257275,5.806224384628638,4.550145556029956,XPP-002c
hydroxy-HIF_ch2,160.82211750000002,20.595180370833322,10.297590185416661,12.806186543858509,XPP-002c
p-PDK1_ch1,1037.6032599999999,168.94085572581312,84.47042786290656,16.281835479758723,XPP-002c
p-PDK1_ch2,292.6830425,41.60098755622865,20.800493778114326,14.213665131019216,XPP-002c
p-GSK3b_ch1,2098.858835,284.2527036890516,142.1263518445258,13.543202570317291,XPP-002c
p-GSK3b_ch2,1751.608235,143.6582069637136,71.8291034818568,8.201503286704611,XPP-002c
p-p70S6K_ch1,903.8183795,95.48412071490779,47.742060357453894,10.564525227704532,XPP-002c
p-p70S6K_ch2,245.90944000000002,49.99924006846305,24.999620034231526,20.332379297217322,XPP-002c
p-S6_235_ch1,1548.8995525,63.28098463368887,31.640492316844433,4.085544768319563,XPP-002c
p-S6_235_ch2,263.39520000000005,26.728843186790268,13.364421593395134,10.147809522265502,XPP-002c
p-Rb_780_ch1,548.3590108333333,74.12590258096921,42.79660980904655,13.517768672811838,XPP-002c
p-Rb_780_ch2,180.9320275,31.142646036430513,15.571323018215256,17.21234568956041,XPP-002c
p-Akt_308_ch1,158.2511625,6.230169891517142,3.115084945758571,3.9368872829083594,XPP-002c
p-Akt_308_ch2,131.0677825,17.95157947727999,8.975789738639994,13.696408938085138,XPP-002c
p-S6_240_ch1,2596.8427275,198.00567859228164,99.00283929614082,7.6248621641751555,XPP-002c
p-S6_240_ch2,505.03108625000004,64.9803629188827,32.49018145944135,12.866606568989733,XPP-002c
p-Rb_807_ch1,443.04066375,50.04833125703866,25.02416562851933,11.296554775224887,XPP-002c
p-Rb_807_ch2,153.12184025,28.811689624808185,14.405844812404093,18.816185579906644,XPP-002c
p-mTOR_ch1,184.259275,24.07578633596489,12.037893167982444,13.066254784712946,XPP-002c
p-mTOR_ch2,98.16223250000002,13.676583972048421,6.838291986024211,13.93263338020396,XPP-002c
p-MAPK_ch1,424.191335575,35.57228506640026,17.78614253320013,8.385905623975393,XPP-002c
p-MAPK_ch2,85.73086325000001,33.83418126147652,16.91709063073826,39.4655786479282,XPP-002c
p-Akt_473_ch1,160.5374925,11.447373360433316,5.723686680216658,7.130654143257728,XPP-002c
p-Akt_473_ch2,92.42554125000001,12.67387296773193,6.336936483865965,13.712522313989616,XPP-002c
p-p53_ch1,241.32301749999996,19.555228768600262,9.777614384300131,8.103341724790205,XPP-002c
p-p53_ch2,123.49479250000002,12.16828197631414,6.08414098815707,9.853275372979098,XPP-002c
p-Src_ch1,813.816685,100.70705635718464,50.35352817859232,12.374661052468424,XPP-002c
p-Src_ch2,175.81011,13.464407050702237,6.732203525351118,7.658494184835124,XPP-002c
hydroxy-HIF_ch1,384.13077749999997,22.86576174317166,11.43288087158583,5.952598198974479,XPP-002c
thermal,0.01575875000000071,0.23084052341840455,0.11542026170920228,1464.8403167662038,XPP-002d
p-c-Abl_ch1,424.73421774999997,91.62814474638135,45.814072373190676,21.573054610898808,XPP-002d
p-c-Abl_ch2,208.28464625,36.45545102844073,18.227725514220364,17.50270684123493,XPP-002d
hydroxy-HIF_ch2,229.4610675,20.8108236121321,10.40541180606605,9.069435542537994,XPP-002d
p-PDK1_ch1,1367.163545,142.99833565391302,71.49916782695651,10.459490101011507,XPP-002d
p-PDK1_ch2,568.6036174999999,49.21183381514474,24.60591690757237,8.654857672470708,XPP-002d
p-GSK3b_ch1,1697.2060700000002,92.70300163488056,46.35150081744028,5.4620946314951935,XPP-002d
p-GSK3b_ch2,1903.65877,116.7090824138235,58.35454120691175,6.130777440424551,XPP-002d
p-p70S6K_ch1,882.7969325,79.46395420441667,39.73197710220833,9.001385401213621,XPP-002d
p-p70S6K_ch2,239.85840000000002,18.416708821952966,9.208354410976483,7.678158789499539,XPP-002d
p-S6_235_ch1,625.5504874999999,108.60497152825613,54.302485764128065,17.36150377922232,XPP-002d
p-S6_235_ch2,134.6873775,16.60396292627757,8.301981463138786,12.327779510205083,XPP-002d
p-Rb_780_ch1,452.9799625,42.92692079999647,21.463460399998237,9.47656063263427,XPP-002d
p-Rb_780_ch2,197.8584325,28.779133532915242,14.389566766457621,14.545315642746356,XPP-002d
p-Akt_308_ch1,190.101395,19.511151081043135,9.755575540521567,10.263549660455219,XPP-002d
p-Akt_308_ch2,106.58792,10.283798511400915,5.141899255700458,9.648183876184952,XPP-002d
p-S6_240_ch1,1753.9092125,131.82909777843372,65.91454888921686,7.516301119744175,XPP-002d
p-S6_240_ch2,354.47410625,54.24298103631604,27.12149051815802,15.302381776247456,XPP-002d
p-Rb_807_ch1,413.785655,15.205428480110587,7.602714240055294,3.6747113623623777,XPP-002d
p-Rb_807_ch2,87.296176,5.416086920575041,2.7080434602875205,6.204265946970049,XPP-002d
p-mTOR_ch1,240.82109499999999,68.65706806896065,34.32853403448033,28.509573909611476,XPP-002d
p-mTOR_ch2,95.2544875,8.781737567935608,4.390868783967804,9.219237642673377,XPP-002d
p-MAPK_ch1,424.9042566666667,39.0050540761096,22.51957847059779,9.179727777288118,XPP-002d
p-MAPK_ch2,102.8784275,28.232012530165555,14.116006265082778,27.442111253270813,XPP-002d
p-Akt_473_ch1,124.91053250000002,12.556038516943085,6.278019258471542,10.052025450250229,XPP-002d
p-Akt_473_ch2,102.2893225,12.601784523834645,6.300892261917323,12.319745811039706,XPP-002d
p-p53_ch1,153.9480775,18.39850316771155,9.199251583855775,11.951109404215552,XPP-002d
p-p53_ch2,126.893265,11.5845214482501,5.79226072412505,9.129343033493623,XPP-002d
p-Src_ch1,765.681745,54.497246763934434,27.248623381967217,7.117480222012403,XPP-002d
p-Src_ch2,185.48402750000002,31.644618210559788,15.822309105279894,17.060562376757634,XPP-002d
hydroxy-HIF_ch1,343.5110325,49.56127154980956,24.78063577490478,14.427854380429414,XPP-002d
thermal,-0.120433750000001,0.497983381267638,0.248991690633819,-413.49155138624667,XPP-002e
p-c-Abl_ch1,521.6381650000001,22.879954552602765,11.439977276301383,4.386173422069829,XPP-002e
p-c-Abl_ch2,310.774315,44.10546009606935,22.052730048034675,14.19211883584052,XPP-002e
hydroxy-HIF_ch2,204.22753,17.883509512794895,8.941754756397447,8.75665955162602,XPP-002e
p-PDK1_ch1,1732.7495675,574.8059348579562,287.4029674289781,33.17305314277369,XPP-002e
p-PDK1_ch2,678.7507975,199.4421950570552,99.7210975285276,29.383714286841066,XPP-002e
p-GSK3b_ch1,1724.6305924999997,76.38900706196739,38.194503530983695,4.4292967661692115,XPP-002e
p-GSK3b_ch2,1567.9539125000001,141.53515471213896,70.76757735606948,9.026742022440596,XPP-002e
p-p70S6K_ch1,921.9219425,36.27974396624009,18.139871983120045,3.935229469412492,XPP-002e
p-p70S6K_ch2,323.18093999999996,40.22361548703065,20.111807743515325,12.446159568392448,XPP-002e
p-S6_235_ch1,1499.3865150000001,141.69584150212663,70.84792075106331,9.450254493060225,XPP-002e
p-S6_235_ch2,287.18240499999996,20.908369200466915,10.454184600233457,7.280518874569254,XPP-002e
p-Rb_780_ch1,511.624615,43.85471858758001,21.927359293790005,8.571659240355354,XPP-002e
p-Rb_780_ch2,157.96615,21.131059868477962,10.565529934238981,13.376954409839046,XPP-002e
p-Akt_308_ch1,241.62966249999997,29.310356653790922,14.655178326895461,12.130280839915889,XPP-002e
p-Akt_308_ch2,160.435825,28.37946125669818,14.18973062834909,17.68898016181746,XPP-002e
p-S6_240_ch1,2227.896565,114.81540303952765,57.407701519763826,5.153533823933502,XPP-002e
p-S6_240_ch2,500.27137500000003,21.69830176091591,10.849150880457955,4.337306279200146,XPP-002e
p-Rb_807_ch1,447.3146675,37.431268614660816,18.715634307330408,8.367994911470419,XPP-002e
p-Rb_807_ch2,166.462265,45.43973308192255,22.719866540961274,27.297317552372935,XPP-002e
p-mTOR_ch1,221.94269749999995,33.25598016040762,16.62799008020381,14.984038914101971,XPP-002e
p-mTOR_ch2,158.71483,26.394496018369694,13.197248009184847,16.630138480676123,XPP-002e
p-MAPK_ch1,539.4946042500001,69.38018553021922,34.69009276510961,12.860218616397628,XPP-002e
p-MAPK_ch2,144.95597825000002,26.645035415210945,13.322517707605472,18.3814670749607,XPP-002e
p-Akt_473_ch1,239.94666249999997,33.46644124191214,16.73322062095607,13.947450192982846,XPP-002e
p-Akt_473_ch2,142.007228125,19.33625959337312,9.66812979668656,13.616391115213256,XPP-002e
p-p53_ch1,255.142775,27.82431181169733,13.912155905848666,10.905388879499853,XPP-002e
p-p53_ch2,168.75338,24.939338827998053,12.469669413999027,14.778571444315991,XPP-002e
p-Src_ch1,822.8563925,34.86034027697754,17.43017013848877,4.2365035496734675,XPP-002e
p-Src_ch2,200.96998,5.939039490548266,2.969519745274133,2.9551873819902186,XPP-002e
hydroxy-HIF_ch1,502.41951750000004,25.63624126068077,12.818120630340385,5.102556801185728,XPP-002e
thermal,0.2926588749999999,0.12679147518078898,0.06339573759039449,43.323980925160406,XPP-002f
p-c-Abl_ch1,719.39340975,79.26867995537765,39.634339977688825,11.018822091089866,XPP-002f
p-c-Abl_ch2,362.23747975000003,79.33539472738396,39.66769736369198,21.901487052675407,XPP-002f
hydroxy-HIF_ch2,276.447105975,45.09429358084019,22.547146790420094,16.312087414262248,XPP-002f
p-PDK1_ch1,2578.498215,244.4196367633747,122.20981838168736,9.479147022150439,XPP-002f
p-PDK1_ch2,559.73013,76.04602789113557,38.02301394556778,13.586195170721926,XPP-002f
p-GSK3b_ch1,2134.363115,105.30650265920598,52.65325132960299,4.9338606874869075,XPP-002f
p-GSK3b_ch2,2001.890805,325.96736754019463,162.98368377009731,16.282974412292912,XPP-002f
p-p70S6K_ch1,1119.75791575,49.41038759441314,24.70519379720657,4.412595517247911,XPP-002f
p-p70S6K_ch2,169.503155,82.50875982378295,47.636454694763266,48.67682835979245,XPP-002f
p-S6_235_ch1,3438.12230225,39.569930500275724,19.784965250137862,1.1509168965391399,XPP-002f
p-S6_235_ch2,794.65281475,113.00827168967334,56.50413584483667,14.221087447507005,XPP-002f
p-Rb_780_ch1,759.63540225,38.21422925844073,19.107114629220366,5.030601410262371,XPP-002f
p-Rb_780_ch2,287.76579475,21.433612261909843,10.716806130954922,7.448283518383605,XPP-002f
p-Akt_308_ch1,402.41032225,69.69038138029904,34.84519069014952,17.31823900307494,XPP-002f
p-Akt_308_ch2,155.44372725,19.671806508680564,9.835903254340282,12.655259145351305,XPP-002f
p-S6_240_ch1,3437.67647725,151.02166239131327,75.51083119565664,4.393131913103248,XPP-002f
p-S6_240_ch2,910.559644125,104.61643391631051,52.308216958155256,11.489245607501243,XPP-002f
p-Rb_807_ch1,623.75869975,85.43415839007375,42.717079195036874,13.696668026324188,XPP-002f
p-Rb_807_ch2,90.44628018750001,18.466100696478406,9.233050348239203,20.416650257144003,XPP-002f
p-mTOR_ch1,351.10020499999996,25.399774443432875,12.699887221716438,7.234337685286421,XPP-002f
p-mTOR_ch2,143.17614,29.437238955699744,14.718619477849872,20.560156849947024,XPP-002f
p-MAPK_ch1,695.31152275,37.07493227067249,18.537466135336246,5.332132584836052,XPP-002f
p-MAPK_ch2,97.26706125,11.638999970294813,5.819499985147407,11.96602407918931,XPP-002f
p-Akt_473_ch1,725.0103875,50.76246237123672,25.38123118561836,7.00161863146226,XPP-002f
p-Akt_473_ch2,200.49762149999998,17.158541955481056,8.579270977740528,8.557977808969198,XPP-002f
p-p53_ch1,374.51006249999995,49.09653541316969,24.548267706584845,13.109537053672543,XPP-002f
p-p53_ch2,168.7162475,14.475735063867806,7.237867531933903,8.579929484187826,XPP-002f
p-Src_ch1,1103.366415,84.40530095868792,42.20265047934396,7.649797910396604,XPP-002f
p-Src_ch2,229.64083749999998,25.71724350650663,12.858621753253315,11.198898151774348,XPP-002f
hydroxy-HIF_ch1,709.1341375,99.92560049672105,49.96280024836052,14.091212820327812,XPP-002f
thermal,0.16920249999999992,0.4070389240600937,0.20351946203004684,240.5631855676446,XPP-002g
p-c-Abl_ch1,659.0603550000001,31.53327454499599,15.766637272497995,4.784580699744257,XPP-002g
p-c-Abl_ch2,357.37600575,48.22857277263288,24.11428638631644,13.495190498707082,XPP-002g
hydroxy-HIF_ch2,202.66892525,21.43857487115449,10.719287435577245,10.578126293761697,XPP-002g
p-PDK1_ch1,1221.0073975,157.2400090869873,78.62000454349365,12.877891600733507,XPP-002g
p-PDK1_ch2,454.34602,64.73081586026929,32.365407930134644,14.247030459355466,XPP-002g
p-GSK3b_ch1,2162.3838225,413.6911220385285,206.84556101926424,19.131253098270367,XPP-002g
p-GSK3b_ch2,2211.5020625,172.9181278267527,86.45906391337635,7.819035340680479,XPP-002g
p-p70S6K_ch1,1126.9437524999998,37.255047539813525,18.627523769906762,3.3058480032536965,XPP-002g
p-p70S6K_ch2,316.6879375,56.99353005628509,28.496765028142544,17.996747999372438,XPP-002g
p-S6_235_ch1,1271.5634725,120.31579062706551,60.157895313532755,9.462035771640611,XPP-002g
p-S6_235_ch2,224.760085,21.354522350655024,10.677261175327512,9.501029664878006,XPP-002g
p-Rb_780_ch1,492.5073225,40.31906705487906,20.15953352743953,8.186490883062772,XPP-002g
p-Rb_780_ch2,221.54308250000003,14.812558355455234,7.406279177727617,6.686084795924618,XPP-002g
p-Akt_308_ch1,302.38583,32.45711181183909,16.228555905919546,10.733674858983667,XPP-002g
p-Akt_308_ch2,105.1761,15.214022233808675,7.607011116904338,14.46528463577626,XPP-002g
p-S6_240_ch1,1626.5967225,123.7584717805713,61.87923589028565,7.608429924189234,XPP-002g
p-S6_240_ch2,434.7993275,35.185724232697915,17.592862116348957,8.092405394232795,XPP-002g
p-Rb_807_ch1,397.3286979,86.51961202808735,43.259806014043676,21.775324180047694,XPP-002g
p-Rb_807_ch2,100.319635,33.924706875862995,16.962353437931498,33.8166171316941,XPP-002g
p-mTOR_ch1,330.30065,31.266386374926007,15.633193187463004,9.466038403171778,XPP-002g
p-mTOR_ch2,105.29127,27.578257594823224,13.789128797411612,26.192349655221392,XPP-002g
p-MAPK_ch1,547.83457,42.36944604090812,21.18472302045406,7.73398546953839,XPP-002g
p-MAPK_ch2,91.609411475,24.255208793304305,12.127604396652153,26.476765217429104,XPP-002g
p-Akt_473_ch1,286.806895,18.429816863711878,9.214908431855939,6.425862552471717,XPP-002g
p-Akt_473_ch2,115.03486875,10.712560932843715,5.3562804664218575,9.312446781788253,XPP-002g
p-p53_ch1,354.05095500000004,20.917394432644436,10.458697216322218,5.908018079670039,XPP-002g
p-p53_ch2,144.6232325,19.8017687361626,9.9008843680813,13.691969397906107,XPP-002g
p-Src_ch1,959.5050974999999,3.786584746509728,1.893292373254864,0.3946393569326221,XPP-002g
p-Src_ch2,193.666135,14.042066565417809,7.021033282708904,7.250656685753453,XPP-002g
hydroxy-HIF_ch1,613.3092624999999,58.41640218143419,29.208201090717093,9.524787208220943,XPP-002g
thermal,0.10074812500000085,0.06901605279374314,0.03450802639687157,68.50356053151614,XPP-003a
p-c-Abl_ch1,467.9731975,45.61571942107789,22.807859710538946,9.74750683687988,XPP-003a
p-c-Abl_ch2,527.8012,15.360877088821839,7.6804385444109196,2.9103528163296786,XPP-003a
hydroxy-HIF_ch2,491.9839125,23.839872665417758,11.919936332708879,4.845661018523193,XPP-003a
p-PDK1_ch1,914.2238375,60.32804775466526,30.16402387733263,6.598826816815008,XPP-003a
p-PDK1_ch2,966.7768375,140.24553975446955,70.12276987723477,14.506505980959597,XPP-003a
p-GSK3b_ch1,751.5721375,29.649360313434016,14.824680156717008,3.944978643308742,XPP-003a
p-GSK3b_ch2,511.2520875000001,31.624044841899963,15.812022420949981,6.185606986279534,XPP-003a
p-p70S6K_ch1,695.89935025,32.876411084055,16.4382055420275,4.724305472083605,XPP-003a
p-p70S6K_ch2,611.7901975,19.2788021565752,9.6394010782876,3.1512113524138643,XPP-003a
p-S6_235_ch1,853.5620225000001,13.8114436315205,6.90572181576025,1.6180949090340413,XPP-003a
p-S6_235_ch2,545.4745225,62.62434112712629,31.312170563563146,11.480708730466196,XPP-003a
p-Rb_780_ch1,3443.9516224999998,127.59255422505395,63.79627711252697,3.704830038594828,XPP-003a
p-Rb_780_ch2,2151.8480474999997,178.77444912785805,89.38722456392902,8.307949501153523,XPP-003a
p-Akt_308_ch1,344.7761975,22.370139924517677,11.185069962258838,6.488307512735904,XPP-003a
p-Akt_308_ch2,363.0182975,34.61999611259125,17.309998056295626,9.536708301209321,XPP-003a
p-S6_240_ch1,1050.5212725000001,27.751947113250793,13.875973556625397,2.641731094812341,XPP-003a
p-S6_240_ch2,820.6573475,20.797845150139175,10.398922575069587,2.534290981917904,XPP-003a
p-Rb_807_ch1,4743.89393625,330.37814822823793,165.18907411411897,6.964281931003679,XPP-003a
p-Rb_807_ch2,2965.7565725,119.82690005794034,59.91345002897017,4.040348461806885,XPP-003a
p-mTOR_ch1,334.9185225,56.547520806898966,28.273760403449483,16.88396341438505,XPP-003a
p-mTOR_ch2,291.0938975,21.033607636252807,10.516803818126403,7.225712327498314,XPP-003a
p-MAPK_ch1,584.108415,35.047203305019295,17.523601652509647,6.000119567703761,XPP-003a
p-MAPK_ch2,544.3574325,48.76365386860075,28.15370868770638,8.958021137812011,XPP-003a
p-Akt_473_ch1,571.6865975000001,29.59256616352324,14.79628308176162,5.176361715130682,XPP-003a
p-Akt_473_ch2,321.10952249999997,37.32274884240621,18.661374421203107,11.62305887157433,XPP-003a
p-p53_ch1,414.13707250000004,6.708983293316521,3.3544916466582606,1.6199909978637617,XPP-003a
p-p53_ch2,441.0995725,52.30425470453311,26.152127352266554,11.85769789077116,XPP-003a
p-Src_ch1,685.2742025,92.67377923586801,46.336889617934006,13.523605426525306,XPP-003a
p-Src_ch2,750.5796375,44.1486443262135,22.07432216310675,5.881940052792,XPP-003a
hydroxy-HIF_ch1,498.89058750000004,48.83045648632115,24.415228243160573,9.78780873197395,XPP-003a
thermal,0.08302374999999973,0.25908977723706095,0.12954488861853047,312.0670618191322,XPP-003b
p-c-Abl_ch1,738.8076625000001,44.33794549341334,22.16897274670667,6.001283925965419,XPP-003b
p-c-Abl_ch2,892.70031025,40.1584731685208,20.0792365842604,4.49853917461667,XPP-003b
hydroxy-HIF_ch2,899.8727325,91.13467526086234,45.56733763043117,10.127507142890602,XPP-003b
p-PDK1_ch1,1762.2518125000001,127.36788413116233,63.683942065581164,7.227564371204885,XPP-003b
p-PDK1_ch2,1858.9389375,196.15585307424982,98.07792653712491,10.552033158122484,XPP-003b
p-GSK3b_ch1,1587.1311625,152.919781394481,76.4598906972405,9.63498071284836,XPP-003b
p-GSK3b_ch2,2059.1130125000004,116.42216456847555,58.211082284237776,5.6539958643224555,XPP-003b
p-p70S6K_ch1,994.5725299999999,21.93859900851976,10.96929950425988,2.205831987790751,XPP-003b
p-p70S6K_ch2,1435.6325175,61.56035405339224,30.78017702669612,4.28803007057774,XPP-003b
p-S6_235_ch1,1065.19783,82.56830741583495,41.284153707917476,7.751452837247608,XPP-003b
p-S6_235_ch2,2724.86663,104.39590876017363,52.19795438008681,3.8312300356576947,XPP-003b
p-Rb_780_ch1,1519.5272575,116.82972307829044,58.41486153914522,7.688557247107523,XPP-003b
p-Rb_780_ch2,6384.446040833333,214.86821370836415,124.05422102481809,3.365495022342116,XPP-003b
p-Akt_308_ch1,475.5460525,38.30887813603998,19.15443906801999,8.055766194387658,XPP-003b
p-Akt_308_ch2,504.51139499999994,37.47577522943443,18.737887614717216,7.428132565654823,XPP-003b
p-S6_240_ch1,1322.6509875,57.64845047472358,28.82422523736179,4.3585534672066,XPP-003b
p-S6_240_ch2,2789.8969125000003,159.13203110145957,79.56601555072979,5.703867780507448,XPP-003b
p-Rb_807_ch1,1724.39599675,113.20070667984517,56.600353339922584,6.564658401735829,XPP-003b
p-Rb_807_ch2,7741.9643399999995,253.20222093066,126.60111046533,3.270516496988412,XPP-003b
p-mTOR_ch1,405.86150000000004,19.346046597289355,9.673023298644678,4.76666217349745,XPP-003b
p-mTOR_ch2,422.3622075,44.31234550943108,31.333559999999974,10.491550788059342,XPP-003b
p-MAPK_ch1,945.4772971666666,41.764399861699694,24.11268750269549,4.417282148059612,XPP-003b
p-MAPK_ch2,989.71155,120.21047724913339,60.105238624566695,12.14601135544325,XPP-003b
p-Akt_473_ch1,705.2699524999999,21.606794762778488,10.803397381389244,3.0636204883233686,XPP-003b
p-Akt_473_ch2,829.7339474999999,44.81229204495942,22.40614602247971,5.400802531941653,XPP-003b
p-p53_ch1,544.2757124999999,57.82851763080079,28.914258815400395,10.624857274115607,XPP-003b
p-p53_ch2,623.0704774999999,62.09039017207141,31.045195086035704,9.965227436421333,XPP-003b
p-Src_ch1,1124.0293124999998,62.63839081108731,31.319195405543656,5.572665242312114,XPP-003b
p-Src_ch2,1344.8846125,37.934515179396094,18.967257589698047,2.820652034145873,XPP-003b
hydroxy-HIF_ch1,818.06747,43.80446154386815,21.902230771934075,5.354626989857958,XPP-003b
thermal,-0.07227374999999991,0.26638334132489766,0.13319167066244883,-368.57550815461764,XPP-003c
p-c-Abl_ch1,585.759225,68.1731855093044,34.0865927546522,11.638431389502129,XPP-003c
p-c-Abl_ch2,494.22177400000004,36.22347324295886,18.11173662147943,7.329396467052231,XPP-003c
hydroxy-HIF_ch2,476.4331375,27.03784422812631,13.518922114063155,5.675055343547826,XPP-003c
p-PDK1_ch1,1035.896355,135.1747096763913,67.58735483819565,13.049057371805434,XPP-003c
p-PDK1_ch2,1362.658705,371.38330550047624,185.69165275023812,27.254315709264574,XPP-003c
p-GSK3b_ch1,1106.3746300000003,45.452219984387554,22.726109992193777,4.108212422078726,XPP-003c
p-GSK3b_ch2,1054.728955,16.022753476748797,8.011376738374398,1.519134693400808,XPP-003c
p-p70S6K_ch1,817.35661125,32.155089373280944,16.077544686640472,3.9340342918503484,XPP-003c
p-p70S6K_ch2,660.529755,35.53898122537128,17.76949061268564,5.38037551773444,XPP-003c
p-S6_235_ch1,694.5899649999999,46.692090157854,23.346045078927,6.7222523374425664,XPP-003c
p-S6_235_ch2,887.57584,90.5784312065884,45.2892156032942,10.205148351783484,XPP-003c
p-Rb_780_ch1,2202.234815,148.32919592434416,74.16459796217208,6.735394196569551,XPP-003c
p-Rb_780_ch2,4391.745315,147.67260649428493,73.83630324714247,3.3625038772150417,XPP-003c
p-Akt_308_ch1,346.6108325,15.831618005626966,7.915809002813483,4.56754853604495,XPP-003c
p-Akt_308_ch2,300.45683,38.22960356725138,19.11480178362569,12.72382577132674,XPP-003c
p-S6_240_ch1,805.897265,45.11596236221907,22.557981181109536,5.598227506358279,XPP-003c
p-S6_240_ch2,1055.891065,56.577449268966646,28.288724634483323,5.358265747704442,XPP-003c
p-Rb_807_ch1,3189.486175,171.14154648061597,85.57077324030799,5.365803050725434,XPP-003c
p-Rb_807_ch2,6129.5017325,375.97436995161763,187.98718497580882,6.133848824254617,XPP-003c
p-mTOR_ch1,325.0398275,20.10631686080497,10.053158430402485,6.185800987974303,XPP-003c
p-mTOR_ch2,280.3472825,20.43278415326764,10.21639207663382,7.288383169281349,XPP-003c
p-MAPK_ch1,543.1848725,38.318470076821846,19.159235038410923,7.054406706958108,XPP-003c
p-MAPK_ch2,550.20299,55.939607282889156,27.969803641444578,10.167085293900193,XPP-003c
p-Akt_473_ch1,443.79024000000004,14.381987304245067,7.1909936521225335,3.240717349765301,XPP-003c
p-Akt_473_ch2,592.8262275,28.830427821734208,14.415213910867104,4.863217328172986,XPP-003c
p-p53_ch1,420.1514875,37.71744568173202,18.85872284086601,8.977106306622805,XPP-003c
p-p53_ch2,447.5929275,25.759413639376394,12.879706819688197,5.755098451455401,XPP-003c
p-Src_ch1,940.104155,94.83106100026863,47.41553050013432,10.08729304044706,XPP-003c
p-Src_ch2,876.460905,81.74624440992186,40.87312220496093,9.3268557608878,XPP-003c
hydroxy-HIF_ch1,522.61339,27.14140158491267,13.570700792456336,5.193399576867457,XPP-003c
thermal,-0.05243250000000099,0.2281196717003291,0.11405983585016455,-435.07304000443384,XPP-003d
p-c-Abl_ch1,746.6985729999999,35.98261950167204,17.99130975083602,4.818894906562524,XPP-003d
p-c-Abl_ch2,757.1985375,71.96933930320172,35.98466965160086,9.504685460806469,XPP-003d
hydroxy-HIF_ch2,648.74361,25.191475298302095,12.595737649151047,3.883117291637307,XPP-003d
p-PDK1_ch1,1359.9411624999998,125.53285204061002,62.76642602030501,9.230756116672072,XPP-003d
p-PDK1_ch2,1378.180694375,213.1693509787847,106.58467548939235,15.467445731087986,XPP-003d
p-GSK3b_ch1,979.8171175,70.91501856301862,35.45750928150931,7.237577022940571,XPP-003d
p-GSK3b_ch2,1002.8993724999999,61.2907928888385,30.64539644441925,6.11136017924256,XPP-003d
p-p70S6K_ch1,874.7952975000001,54.76777665224322,27.38388832612161,6.260639124233886,XPP-003d
p-p70S6K_ch2,873.6742175,72.52453438046513,36.26226719023256,8.301095869349622,XPP-003d
p-S6_235_ch1,890.7696924999999,18.76459346413874,9.38229673206937,2.106559486939296,XPP-003d
p-S6_235_ch2,965.4532575,72.73290139386147,36.366450696930734,7.533549742449491,XPP-003d
p-Rb_780_ch1,2814.6453075,167.84905948485158,83.92452974242579,5.963417807479871,XPP-003d
p-Rb_780_ch2,4660.5840581249995,161.99585931000303,80.99792965500151,3.475870347785887,XPP-003d
p-Akt_308_ch1,517.5909750000001,56.36518051664612,32.54245214420749,10.889907907811978,XPP-003d
