0.1210833, 0, 5.464674, 11.17799, 16.90214, 22.61802, 28.33932, 0
0.27905, -8.570194, 5.456423, 11.17037, 16.89352, 22.60905, 28.33088, 0
0.43705, -14.39786, 5.451365, 11.16308, 16.88772, 22.60363, 28.32544, 0
0.59495, -17.82131, 5.448002, 11.16007, 16.88453, 22.60029, 28.32129, 0
0.753, -20.5245, 5.44565, 11.15715, 16.88173, 22.59743, 28.31905, 0
0.9110333, -23.64286, 5.441886, 11.15337, 16.87849, 22.59433, 28.31574, 0
1.0691, -23.99597, 5.441869, 11.15335, 16.87811, 22.59374, 28.31509, 0
1.227167, -25.29788, 5.440606, 11.15208, 16.8773, 22.59254, 28.31436, 0
1.385217, -24.45526, 5.441001, 11.15247, 16.87814, 22.59303, 28.31523, 0
1.543283, -24.49646, 5.441414, 11.15204, 16.87787, 22.59306, 28.31528, 0
1.701317, -24.441, 5.441406, 11.15361, 16.87776, 22.59348, 28.31486, 0
1.8594, -24.45614, 5.440985, 11.15203, 16.87776, 22.59273, 28.31486, 0
2.017483, -23.75603, 5.442222, 11.15369, 16.87859, 22.59434, 28.31582, 0
2.1755, -23.8266, 5.442214, 11.15356, 16.87872, 22.59438, 28.3155, 0
2.333567, -23.98729, 5.441792, 11.15356, 16.87872, 22.5941, 28.31514, 0
2.491583, -24.01328, 5.441507, 11.15368, 16.8786, 22.59363, 28.3155, 0
2.649617, -22.31038, 5.442635, 11.1541, 16.87981, 22.5955, 28.31697, 0
2.8077, -15.9353, 5.449346, 11.16076, 16.88642, 22.60167, 28.32298, 0
2.965733, 8.903265, 5.473758, 11.18792, 16.9108, 22.62673, 28.34848, 0
3.123717, 28.95927, 5.493977, 11.20671, 16.93089, 22.64683, 28.36852, 0
3.2818, 50.5724, 5.515348, 11.2284, 16.95254, 22.66917, 28.39012, 0
3.4399, 72.74258, 5.536917, 11.25099, 16.97494, 22.69095, 28.4135, 0
3.597867, 91.69292, 5.554601, 11.26961, 16.99294, 22.70967, 28.43202, 0
3.755917, 112.5088, 5.57439, 11.2912, 17.01334, 22.73001, 28.45295, 0
3.913933, 128.2345, 5.591273, 11.30657, 17.03051, 22.7474, 28.47068, 0
4.071867, 140.926, 5.604697, 11.3187, 17.04295, 22.76018, 28.4827, 0
4.2299, 159.4729, 5.622356, 11.33602, 17.06078, 22.77899, 28.50136, 0
4.388, 171.5073, 5.634861, 11.34699, 17.07351, 22.79127, 28.51305, 0
4.5461, 182.2524, 5.645918, 11.35834, 17.08429, 22.80214, 28.52272, 0
4.704216, 190.4749, 5.653084, 11.36872, 17.09144, 22.80991, 28.53136, 0
4.862216, 195.7552, 5.658962, 11.37307, 17.09824, 22.81557, 28.53839, 0
5.020233, 201.7055, 5.664014, 11.37854, 17.10381, 22.82078, 28.54353, 0
5.178317, 208.1797, 5.670373, 11.38527, 17.10939, 22.82678, 28.54875, 0
5.336383, 214.5078, 5.675876, 11.39327, 17.11529, 22.83236, 28.55458, 0
5.494467, 219.3575, 5.681261, 11.39705, 17.12055, 22.83798, 28.55931, 0
5.652617, 224.3245, 5.6856, 11.40388, 17.12493, 22.84179, 28.56417, 0
5.8107, 229.4033, 5.690246, 11.40883, 17.12958, 22.84695, 28.56972, 0
5.96875, 236.7713, 5.69769, 11.41556, 17.13664, 22.85466, 28.5777, 0
6.126733, 243.5496, 5.703801, 11.42189, 17.14364, 22.86105, 28.58509, 0
6.284833, 249.0268, 5.709293, 11.4282, 17.14882, 22.86665, 28.5899, 0
6.442833, 252.4898, 5.714515, 11.43162, 17.1544, 22.87225, 28.59687, 0
6.6009, 257.5704, 5.719452, 11.43738, 17.15889, 22.87739, 28.60238, 0
6.759017, 262.286, 5.724097, 11.44166, 17.16396, 22.88224, 28.60713, 0
6.917, 268.2373, 5.729166, 11.44629, 17.16875, 22.88784, 28.61128, 0
7.075083, 272.16, 5.733041, 11.45094, 17.17231, 22.89146, 28.61519, 0
7.23315, 276.2091, 5.738094, 11.45448, 17.17828, 22.89681, 28.62036, 0
7.391217, 280.634, 5.742722, 11.45828, 17.18267, 22.90169, 28.62518, 0
7.549366, 285.4328, 5.747819, 11.46292, 17.18746, 22.90636, 28.63003, 0
7.7075, 289.3025, 5.751662, 11.46651, 17.19147, 22.91039, 28.63435, 0
7.865533, 295.1093, 5.755904, 11.47071, 17.19629, 22.91562, 28.63917, 0
8.023617, 298.7995, 5.760054, 11.47464, 17.20021, 22.91937, 28.64187, 0
8.181717, 302.8364, 5.764298, 11.47871, 17.20378, 22.9234, 28.64614, 0
8.33965, 306.5582, 5.767394, 11.48324, 17.20709, 22.9274, 28.64981, 0
8.497633, 310.1563, 5.771472, 11.48669, 17.21177, 22.93089, 28.6521, 0
8.65565, 313.0981, 5.774708, 11.48959, 17.21429, 22.9341, 28.65495, 0
8.8138, 317.3224, 5.778857, 11.49216, 17.21911, 22.93827, 28.66035, 0
8.971933, 321.6429, 5.782687, 11.49764, 17.22271, 22.94237, 28.66495, 0
9.13, 324.5946, 5.785666, 11.50101, 17.22631, 22.94572, 28.66641, 0
9.287933, 327.5058, 5.788837, 11.50312, 17.22887, 22.94865, 28.67019, 0
9.4461, 330.9254, 5.792202, 11.50771, 17.23248, 22.95204, 28.67233, 0
9.604134, 333.2472, 5.794329, 11.51111, 17.23406, 22.95353, 28.67535, 0
9.76215, 335.5507, 5.797155, 11.5128, 17.23724, 22.95613, 28.67657, 0
